doctor_id,doctor_name,department_name,doctor_title,h_pro,h_level,create_tme,publish_num
11048429,富灵杰,骨科,副主任医师,上海,三级甲等,2017/7/7 16:49,39
11082237,丁红,超声诊断科,主任医师,上海,三级甲等,2017/7/12 17:18,7
11100791,王颂锋,整形外科,副主任医师,江苏,二级,2017/9/22 16:50,8
11189759,孙晓江,骨科,主治医师,上海,三级甲等,2017/10/16 9:58,6
11215971,王明杰,骨伤科,副主任医师,广西,三级甲等,2017/8/10 9:17,10
11227884,高道键,内镜科,副主任医师,上海,三级甲等,2017/8/17 9:27,3
11246707,姜旭东,急诊科,医师,浙江,其他等级,2018/5/15 17:52,\N
11414278,宋杰,妇产科,主治医师,海南,三级甲等,2017/8/17 9:27,3
11414302,纪文娟,妇科,主治医师,河北,二级,2017/8/28 17:13,\N
11414316,文金明,中医妇科,主任医师,河北,其他等级,2017/11/23 21:30,\N
11518649,任献青,儿科,主任医师,河南,三级甲等,2017/7/12 20:29,79
11540993,刘洪娣,儿科,主任医师,浙江,其他等级,2017/12/5 18:33,1
11542048,郭妮,心血管内科,医师,浙江,其他等级,\N,1
11569920,吴朋飞,皮肤性病科,主治医师,山东,其他等级,2017/8/14 9:03,5
11583150,汪兴磊,妇科,住院医师,安徽,其他等级,2017/10/26 13:44,30
11584373,史俊,口腔颅颌面科,副主任医师,上海,三级甲等,2017/10/12 9:25,4
11594194,陶永顺,男科,主治医师,广东,其他等级,2017/7/7 16:53,662
11594229,章林海,耳鼻咽喉科,主治医师,浙江,三级非甲等,2017/7/7 16:48,173
11611134,张义龙,普通内科,主任医师,陕西,其他等级,2017/8/3 10:40,\N
11671305,田硕,男科,主治医师,河北,三级甲等,2017/9/22 16:50,1
11675979,寿雪飞,神经外科,副主任医师,上海,三级甲等,2018/3/22 9:18,8
11739832,马凤明,妇产科,主治医师,河北,一级,2017/10/18 16:30,\N
11739904,廖旭东,妇科,主治医师,湖北,其他等级,2017/9/22 16:50,1
11756218,朴永寿,外科,主治医师,黑龙江,其他等级,2018/3/29 10:38,141
11758340,陈涛,儿科,主治医师,山东,二级,2017/9/21 9:29,263
11758408,王庆松,内科,医师,山东,一级,2017/10/12 13:20,\N
11758474,于雷,普外科,主治医师,吉林,二级,2018/4/23 17:14,\N
11798514,曾重,外科,主治医师,湖北,三级非甲等,2017/10/24 14:23,49
11825108,轩存旺,内科,主任医师,山东,二级,2017/9/4 9:45,\N
11825505,李永杰,内科,副主任医师,河北,一级,2018/4/16 21:31,\N
11828246,秦雪妮,妇科,主治医师,山东,一级,2017/9/5 16:45,\N
11828564,杨志斌,内科,主治医师,山西,其他等级,2017/12/18 9:32,\N
11837300,鲍小华,内科,主治医师,湖北,一级,2017/8/3 10:34,75
11837697,曹晓明,呼吸内科,医师,福建,三级甲等,2018/3/23 16:13,\N
11838990,刘同帅,中西医结合,助理医师,河北,其他等级,2017/10/9 13:11,30
11840889,王俊霞,内科,医师,河北,一级,2018/3/15 17:48,\N
11856048,王华,骨科,主治医师,江苏,一级,2017/11/29 13:24,\N
11856107,方强,骨科,主治医师,安徽,二级,2017/9/19 21:09,\N
11856140,王志强,妇产科,主治医师,河北,二级,2018/4/17 9:31,\N
11896654,高保玉,外科,助理医师,河北,其他等级,2018/3/6 17:03,\N
11906629,郭胜强,妇产科,主治医师,河北,其他等级,2017/11/15 16:51,21
11922857,罗杰坤,中西医结合科,副主任医师,湖南,三级甲等,2017/10/26 13:52,11
11954501,李长征,普通内科,未知,山东,其他等级,2017/10/26 13:52,3
12000073,于信玲,中医科,副主任医师,吉林,一级,2017/7/28 9:25,3
12000252,谈博,东区五楼肝炎门诊,副主任医师,广东,三级甲等,2017/10/26 13:53,7
12001167,罗桂福,内科,医师,江西,其他等级,2017/12/28 17:44,\N
12017336,蒋康伦,耳鼻咽喉科,医师,江苏,其他等级,2017/7/27 15:45,1
12017511,武娜,内科,住院医师,河北,二级,2017/9/30 9:21,\N
12022288,高盼,儿科,主治医师,河北,其他等级,2017/7/20 9:58,73
12024200,刘荣耀,耳鼻咽喉科,主治医师,上海,三级甲等,2017/7/12 19:12,1
12051107,杜乾君,健康管理中心,副主任医师,湖南,三级甲等,2017/7/7 16:47,10
12051399,程智刚,疼痛门诊,主任医师,湖南,三级甲等,2017/7/19 9:21,12
12054764,李威,内科,住院医师,山西,二级,2017/7/7 16:48,87
12066130,罗永春,神经外科,副主任医师,北京,三级甲等,2018/2/28 17:16,\N
12122361,王银响,神经内科,医师,江苏,其他等级,2017/10/31 9:30,16
12167111,冯秀山,妇产科,主治医师,福建,三级甲等,2018/2/23 9:04,\N
12168995,李志钢,骨科,主任医师,湖北,三级甲等,2017/9/5 9:22,102
12178870,野连升,妇科,医师,河北,二级,2017/11/10 10:29,\N
12212315,黄安华,胆石病专科,副主任医师,上海,三级甲等,2017/7/11 18:50,12
12215995,徐恩五,胸外科,副主任医师,广东,三级甲等,2017/9/22 17:00,1
12225190,薛祖洋,内科,医师,山东,二级,2017/11/29 13:25,\N
12225736,张桓,普通内科,主治医师,河北,其他等级,2017/11/29 13:26,\N
12229370,朱开,普通内科,医师,四川,其他等级,2018/6/11 9:49,\N
12230326,王学廉,神经外科,主任医师,陕西,三级甲等,2017/7/7 16:49,1792
12249045,陈耀恒,普通内科,未知,河北,其他等级,2018/4/16 21:33,\N
12250103,邱新辉,全科,主治医师,江西,二级,2018/4/16 21:33,2
12263927,袁越,神经外科门诊,主任医师,北京,三级甲等,2017/12/12 21:08,2
12264378,宋秀明,呼吸内科,副主任医师,上海,三级甲等,2017/7/21 9:29,58
12279214,肖彩雯,眼科,副主任医师,上海,三级甲等,2018/3/28 13:47,\N
12374640,左仲学,消化内科,住院医师,湖北,二级,2018/4/16 21:33,\N
12374669,张跃军,内科,主治医师,山东,二级,2017/11/23 21:30,\N
12389520,张江林,皮肤科,主任医师,湖南,三级甲等,2017/8/2 9:27,18
12394980,卢涛,皮肤科,主任医师,天津,三级甲等,2017/10/26 13:53,215
12402717,徐海环,皮肤科,主治医师,天津,三级甲等,2018/2/7 10:20,\N
12402888,赵文学,皮肤科,医师,天津,三级甲等,2017/7/12 20:44,2
12402909,刘洋,皮肤科,住院医师,天津,三级甲等,2017/12/12 21:18,\N
12405094,朱仁明,血管外科门诊,主治医师,北京,三级甲等,2017/8/17 9:17,6
12422806,王梅萍,妇产科,主治医师,浙江,其他等级,2018/1/8 9:27,\N
12424911,楚艳,医学遗传研究所门诊,主治医师,河南,三级甲等,2017/7/12 17:29,3
12446828,郭棋勇,普通内科,医师,福建,其他等级,2017/11/1 9:29,17
12467991,闵晓珊,眼科,副主任医师,湖南,三级甲等,2017/7/12 17:55,4
12473506,李碧君,泌尿外科,主任医师,广东,二级,2017/11/6 9:34,57
12486948,梁峰,神经外科,主治医师,辽宁,三级甲等,2017/11/29 14:35,3
12491495,李士军,普外科,主治医师,湖北,三级甲等,2017/7/11 17:44,17
12502563,刘飞德,普通外科,副主任医师,北京,三级甲等,2017/7/12 17:57,1
12509585,罗刚,普外科,住院医师,贵州,其他等级,2017/7/11 13:59,\N
12518663,王俊成,普外泌尿外科,副主任医师,山西,二级,2017/9/22 16:50,2
12523179,陈婉玲,肿瘤科,副主任医师,云南,三级非甲等,2018/1/26 21:36,\N
12560460,王瑞,普外科,医师,湖北,二级,2017/11/24 9:20,1
12560760,王垂芳,胸外、乳腺科,副主任医师,山东,三级甲等,2017/8/17 9:18,8
12567109,刘振强,皮肤科,主治医师,江苏,三级甲等,2018/2/8 10:15,4
12570995,徐宁,外科,住院医师,上海,三级甲等,2017/7/12 19:06,1
12571441,张勤良,儿童康复科,主治医师,山东,三级甲等,2018/4/16 21:34,55
12579917,田军涛,眼科,住院医师,河南,二级,2017/8/28 9:18,1
12585680,陈舟,肾脏内科,医师,上海,三级甲等,2017/7/12 19:15,2
12587125,孙元华,烧伤整形外科,副主任医师,山东,二级,2017/10/19 17:10,14
12588074,李楠,神经外科,主治医师,陕西,三级甲等,2017/12/20 17:22,8
12591080,徐晓梅,内科,副主任医师,浙江,二级,2017/7/7 16:53,107
12599583,程里臣,内科,主治医师,山东,二级,2018/2/27 17:50,\N
12599600,高宏飞,耳鼻喉科,副主任医师,陕西,二级,2017/9/22 16:51,\N
12600934,林文,骨科,副主任医师,上海,二级,2017/9/22 16:51,3
12601396,李华伟,消化内科,副主任医师,辽宁,三级甲等,2017/7/12 20:47,2
12602914,姜萌,心内科,主任医师,上海,三级甲等,2017/12/20 17:22,2
12609343,施国伟,泌尿外科,主任医师,上海,三级非甲等,2017/10/26 13:51,4
12618757,郑克,(宝庆)屈光专科,主治医师,上海,三级甲等,2017/7/7 16:53,22
12619451,周联生,神经内科,主任医师,江苏,三级甲等,2017/7/12 20:48,46
12621591,陈海滨,肛肠科,主治医师,山西,三级甲等,2017/7/12 20:48,41
12623549,谭运华,肝胆外科,副主任医师,重庆,三级甲等,2018/3/26 17:51,\N
12624223,王攀,心理科,主治医师,浙江,三级甲等,2017/8/17 9:19,5
12636510,方向义,脊柱外科腰椎病区,主任医师,陕西,三级甲等,2017/7/12 20:55,1
12639820,成永明,北区三楼传统疗法,主任医师,广东,三级甲等,2017/7/12 19:17,151
12679982,张炜,呼吸内科,主任医师,上海,三级甲等,2017/9/22 16:52,5
12702160,王亚琴,产科,主任医师,陕西,三级甲等,2017/7/7 16:47,13
12705985,虞先濬,胰腺肝胆外科,主任医师,上海,三级甲等,2017/9/22 16:52,109
12707243,周之毅,肿瘤科,主任医师,上海,三级甲等,2017/7/14 23:18,15
12707381,厉晓龙,骨科门诊,副主任医师,江苏,三级非甲等,2018/4/16 21:34,31
12707488,赵金坤,骨科门诊,主任医师,江苏,三级非甲等,2017/9/22 17:32,1
12724785,李慧,中医科,主任医师,江苏,三级甲等,2017/8/2 9:25,3
12734524,孙克慧,中医科,主治医师,陕西,一级,2017/7/7 16:47,64
12736121,刘子桃,骨科,主治医师,广东,三级甲等,2017/9/19 21:00,8
12738570,李斌,肝胆科,主治医师,山东,二级,2017/11/29 12:41,17
12738626,张俊,普外科,主治医师,江苏,二级,2017/9/25 14:04,51
12801966,任远,肛肠外科,副主任医师,江苏,二级,2017/7/18 9:42,25
12802542,江勃年,结直肠外科门诊,主任医师,湖南,三级甲等,2017/11/13 17:37,\N
12802754,杨农,肺/胃肠内科,主任医师,湖南,三级甲等,2017/9/22 16:52,34
12802905,李东芳,中医中西医结合门诊,主任医师,湖南,三级甲等,2018/3/15 17:49,\N
12802913,梁慧,中医中西医结合门诊,主任医师,湖南,三级甲等,2018/4/16 21:34,\N
12825796,何耀华,骨科,主任医师,上海,三级甲等,2017/7/10 16:22,6
12828519,李芳,妇女保健科,副主任医师,海南,三级非甲等,2018/4/16 21:34,\N
12828539,彭锦,心血管内科,医师,海南,三级甲等,2017/9/5 9:17,\N
12831840,杨骥,皮肤科,副主任医师,上海,三级甲等,2017/7/12 20:58,58
12843724,吴坚炯,消化科,副主任医师,上海,三级甲等,2017/7/7 16:49,64
12844156,顾军花,风湿病科,主任医师,上海,三级甲等,2017/9/21 9:27,11
12847074,郑宗梅,口腔颌面外科,副主任医师,北京,三级甲等,2018/4/16 21:34,\N
12850051,徐纪文,功能神经科,主任医师,上海,三级甲等,2017/12/21 9:23,1
12852674,陶晨,眼科(一级),副主任医师,上海,三级甲等,2017/9/4 9:26,10
12860783,孙方舟,儿科,主治医师,天津,三级甲等,2018/1/8 21:47,\N
12867643,王振宜,肛肠科,主任医师,上海,三级甲等,2017/9/22 16:52,57
12870005,奚向东,针灸科,主任中医师,江苏,三级甲等,2017/7/21 9:28,29
12881022,雷振华,外科,主治医师,广东,三级甲等,2017/7/12 19:09,7
12885077,汪亚峰,内科,主治医师,广西,一级,2018/4/16 21:40,\N
12886161,王国伟,肿瘤科,主任中医师,江苏,三级甲等,2017/7/12 19:11,12
12888140,姜艳芝,儿科,主治医师,河北,二级,2017/7/7 16:53,\N
12923533,许学明,儿科,医师,山东,其他等级,2018/4/16 21:40,\N
12926228,严佶祺,门诊普外,主任医师,上海,三级甲等,2017/8/4 10:18,17
12926353,张英,整复外科,副主任医师,上海,三级甲等,2018/5/7 9:28,1
12926450,张振宇,男科,主治医师,河北,二级,2017/9/22 16:52,27
12929807,诸葛福艳,内科,主治医师,上海,一级,2018/4/16 21:40,\N
12932544,陶磊,耳鼻喉科专家,主任医师,上海,三级甲等,2017/9/22 16:52,16
12944619,张庆彬,精神科,主治医师,河北,二级,2017/12/5 9:56,301
12965898,陈建华,胸部内一科门诊,主任医师,湖南,三级甲等,2017/10/30 16:59,2
12968037,麦林琳,心血管内科,主治医师,广东,二级,2018/1/29 17:51,\N
12968643,段迎辉,普通内科,助理医师,河北,其他等级,2017/11/29 13:26,\N
12987466,陈丽红,妇产科,医师,江西,二级,2018/3/14 9:52,\N
13000754,田关亮,皮肤性病科,医师,山东,其他等级,2017/11/29 13:26,\N
13005758,霍砚淼,胆胰外科,住院医师,上海,三级甲等,2018/4/16 21:41,\N
13006896,赵彦鹏,不孕症科,主治医师,山西,三级甲等,2017/7/12 21:00,12
13006967,申英末,疝和腹壁外科,主任医师,北京,三级甲等,2017/7/12 21:12,39
13007130,梁志刚,男科,主治医师,山西,三级甲等,2017/8/17 9:28,1
13007143,薛云峰,男科,主治医师,山西,三级甲等,2017/12/20 17:24,6
13009575,俞仲翔,骨一科,副主任医师,上海,三级甲等,2017/9/4 9:34,2
13049792,邬建川,皮肤科,副主任医师,四川,二级,2018/4/24 13:30,1
13049878,刘品,心血管内科,副主任医师,四川,二级,2018/3/23 13:30,3
13049910,李琳,心血管内科,副主任医师,四川,二级,2018/3/13 9:36,2
13050150,肖建,康复医学科,副主任中医师,四川,二级,2018/4/12 11:22,\N
13050218,周世平,妇产科,副主任医师,四川,二级,2018/4/17 9:31,\N
13050264,冉建淑,妇产科,主治医师,四川,二级,2017/12/12 21:17,\N
13050839,刘志强,外二科,副主任医师,四川,二级,2018/5/23 13:57,\N
13050899,徐兵,外二科,副主任医师,四川,二级,\N,\N
13051857,叶树楠,骨科,副主任医师,湖北,三级甲等,2017/7/7 16:49,65
13071702,刘红霞,妇产科,主治医师,河北,二级,2017/11/29 13:26,\N
13076997,李万利,普外科,医师,湖南,其他等级,2017/11/29 13:26,16
13081573,王叶,内分泌科,副主任医师,青海,三级甲等,2017/8/14 16:28,13
13098506,范梅红,儿科,主任医师,山西,三级甲等,2017/11/7 9:22,6
13098513,厉健,妇产科,副主任医师,山西,三级甲等,2017/11/29 12:47,7
13098532,熊锐,肝胆胰科,主治医师,湖北,三级甲等,2017/9/12 9:29,2
13098540,龚益平,乳腺科,主任医师,湖北,三级甲等,2017/9/19 21:03,11
13098562,熊飞,胸、骨软外科,主任医师,湖北,三级甲等,2018/4/16 21:41,\N
13098571,陈健,头颈、神经外科,主治医师,湖北,三级甲等,2017/11/29 12:54,6
13098577,王亚秋,头颈、神经外科,主任医师,湖北,三级甲等,2017/11/3 10:13,\N
13098958,李小叶,妇产科,主治医师,山西,三级甲等,2018/4/16 21:41,\N
13099038,郝高庭,骨科,主治医师,山西,三级甲等,2017/7/13 11:09,1
13112083,周乙雄,矫形骨科门诊,主任医师,北京,三级甲等,2017/7/12 19:29,43
13112205,郭晓忠,矫形骨科门诊,主任医师,北京,三级甲等,2018/2/27 17:47,12
13112981,袁伟君,心理咨询科,副主任医师,上海,二级,2018/4/16 21:41,\N
13113171,龙泉,肾内科,主治医师,上海,三级甲等,2018/1/5 10:18,11
13113686,刘彦春,皮肤性病门诊,主任医师,北京,三级甲等,2017/9/7 11:07,59
13114233,孙成彦,神经外科,副主任医师,上海,二级,2017/7/7 16:49,337
13117459,廖辉,耳鼻咽喉科,主治医师,上海,三级甲等,2017/11/29 14:24,3
13188133,孙友胜,\N,主任医师,江苏,三级甲等,2017/7/13 11:09,1
13190704,彭仕君,眼科,主任医师,江苏,三级甲等,2017/9/22 17:32,25
13191024,莫亚,眼科,主任医师,四川,三级甲等,2017/7/13 11:10,6
13191894,李健,关节唇腭裂门诊,主任医师,湖北,三级甲等,2017/9/13 17:47,39
13195785,郑红梅,乳腺科,主治医师,湖北,三级甲等,2017/11/29 12:47,7
13196006,李有元,胃肠、泌尿外科,主任医师,湖北,三级甲等,2017/12/28 10:42,\N
13196243,徐慧婷,腹部肿瘤内科,主治医师,湖北,三级甲等,2018/3/5 9:31,\N
13197534,高鹏,肿瘤科,主任中医师,江苏,三级甲等,2017/7/7 16:48,69
13197549,蓝青,耳鼻咽喉科,主任中医师,江苏,三级甲等,2018/4/16 21:32,\N
13197575,李晟玮,肛肠科,副主任医师,江苏,三级甲等,2018/4/16 21:32,\N
13198058,吴杨,妇产科,主治医师,江苏,三级甲等,2017/10/13 10:10,\N
13198065,薛刚,心血管二科,主治医师,江苏,三级甲等,2017/11/21 9:18,1
13198075,张星,泌尿外科,副主任医师,江苏,三级甲等,2018/3/26 17:51,\N
13198173,李舒佳,皮肤科,主治医师,江苏,三级甲等,2018/3/26 17:51,\N
13198179,高友玲,针灸推拿科,主治医师,江苏,三级甲等,2017/11/23 21:30,\N
13198181,戴小军,肿瘤科,副主任医师,江苏,三级甲等,2017/7/13 11:12,4
13198191,史建忠,肿瘤外科门诊,副主任医师,江苏,三级甲等,2017/7/12 11:37,5
13198199,张利勇,骨伤科,副主任医师,江苏,三级甲等,2017/7/19 9:26,31
13200766,袁久林,中医内科,副主任医师,上海,三级甲等,2017/10/26 13:53,5
13214936,曾华,肛肠科,主治中医师,湖北,三级甲等,2017/11/23 21:30,\N
13216046,潘卫红,口腔科,副主任医师,湖北,三级甲等,2017/7/13 11:14,45
13216060,陈穗,口腔科,副主任医师,湖北,三级甲等,2017/7/7 16:49,\N
13216428,焦成松,感染科肝病,副主任医师,湖北,三级甲等,2017/7/31 9:26,5
13216522,陈璟,核医学科,副主任医师,湖北,三级甲等,2018/3/22 9:18,1
13221918,廖仲恺,肿瘤外科,助理医师,海南,其他等级,2018/1/9 16:24,4
13222653,陈斌,普外科,主治医师,上海,三级甲等,2017/7/7 16:49,532
13222701,申兰阔,普通内科,医师,山东,其他等级,2017/9/19 17:41,2
13222730,闫科列,皮肤科,医师,陕西,其他等级,2017/10/18 15:56,1
13227891,王斌,中医科,主治医师,山西,二级,2017/7/7 16:47,268
13238750,马跃龙,内科,主任医师,河南,一级,2017/10/26 13:53,1
13238813,朱鹤,泌尿外科门诊,主治医师,北京,三级非甲等,2017/12/28 10:44,2
13238888,张先跃,正畸科,主治医师,广东,三级甲等,2017/7/13 14:08,4
13244665,赖文峰,普通内科,住院医师,福建,其他等级,2017/9/18 17:42,49
13244712,刘红梅,普通内科,助理医师,青海,其他等级,2018/3/21 17:51,\N
13246145,袁周,普外科,副主任医师,上海,三级甲等,2017/11/29 12:42,7
13246218,张子峰,骨科,副主任医师,上海,三级甲等,2017/11/13 17:32,4
13249190,初冬雪,中医科,助理医师,山东,一级,2017/10/12 13:23,65
13249254,国敬芝,妇科,医师,河北,其他等级,2017/7/11 13:49,823
13249275,何俊,中医科,医师,湖北,其他等级,2017/12/20 17:24,3
13259519,程艳华,妇科,主治医师,上海,三级甲等,2017/12/20 17:24,9
13264775,别小华,功能神经外科,主任医师,陕西,三级甲等,2017/7/7 16:49,1053
13283093,张小华,普通内科,副主任医师,北京,其他等级,2017/11/10 13:06,93
13283127,林两法,内科,医师,福建,一级,2017/9/15 9:29,82
13283655,房沛平,外科,医师,山东,二级,2017/9/22 16:34,20
13328545,陈金虹,妇科,副主任医师,上海,三级甲等,2017/7/13 13:36,12
13328555,傅玉梅,小儿内科,副主任医师,上海,三级甲等,2018/3/26 17:52,\N
13328905,刘燕荣,心血管内科门诊,副主任医师,江苏,三级甲等,2017/7/7 16:49,184
13334584,张青松,运动医学科(武胜路院区),副主任医师,湖北,三级甲等,2017/10/26 13:50,7
13335626,孔波,泌尿外科,医师,山东,三级非甲等,2017/12/20 17:25,1
13353479,邬麟,胸部内二科门诊,主任医师,湖南,三级甲等,2017/7/28 10:47,2
13353482,康忠诚,肝胆肠外科,主任医师,湖南,三级甲等,2018/4/9 9:27,\N
13353533,陈菊英,结直肠外科门诊,主任医师,湖南,三级甲等,2017/10/26 13:43,\N
13355865,刘付英聪,肛肠外科,主治医师,广东,二级,2017/10/26 13:50,1
13358011,杨阿民,中医男科,主任医师,北京,三级甲等,2017/7/13 13:29,9
13358025,李明星,儿科,医师,河北,其他等级,2017/10/9 13:11,30
13358057,李伟健,内科,主治医师,广东,二级,2017/7/19 9:22,1
13358295,杨利,康复针灸科,住院医师,青海,三级甲等,2017/11/13 17:14,6
13373432,高华,皮肤科,主治医师,吉林,二级,2017/9/13 9:29,\N
13373447,孟兆军,针灸理疗康复科,副主任医师,吉林,二级,2017/10/26 13:51,10
13373469,张安华,内科,副主任医师,吉林,二级,2017/9/7 17:04,\N
13380388,李晓杰,普通内科,副主任医师,吉林,二级,2017/11/13 10:05,\N
13394070,沈雪艳,产科,副主任医师,河北,三级甲等,2018/1/11 17:58,\N
13394125,张敬如,产科,副主任医师,河北,三级甲等,2017/12/19 17:40,2
13394695,刘俊山,生殖医学中心,副主任医师,河北,三级甲等,2018/3/26 17:52,\N
13398596,马志敏,围产医学中心,主任医师,河北,三级甲等,2018/5/28 9:33,\N
13398629,张艳华,产前诊断,主任医师,河北,三级甲等,2018/1/11 17:57,\N
13399024,高英芳,产科,主任医师,河北,三级甲等,2017/12/8 21:30,17
13399129,高宇,中医妇科,主治医师,河北,三级甲等,2017/12/12 16:02,\N
13401720,宫雪,内科,医师,黑龙江,三级甲等,2017/7/7 16:49,4
13401752,赵敬平,中医科,副主任医师,山西,三级甲等,2018/4/16 21:32,\N
13401813,余伟,内科,主治医师,江西,三级非甲等,2017/11/23 21:31,\N
13410243,魏伟,内四科,副主任医师,山东,三级甲等,2017/7/13 13:31,7
13415185,武万水,儿科,副主任医师,北京,三级甲等,2017/9/15 17:46,12
13416998,唐光军,心血管内科,主治医师,山东,二级,2017/10/19 17:11,10
13418182,龚小军,儿科,主治医师,北京,三级甲等,2017/12/20 17:25,4
13458510,袁武军,骨科,主治医师,陕西,二级,2018/1/9 16:25,\N
13463403,郭晓东,骨科,主任医师,湖北,三级甲等,2017/9/22 17:38,\N
13463441,许伟华,骨科,主任医师,湖北,三级甲等,2017/9/19 18:10,10
13463454,金露,眼科,副主任中医师,江苏,三级甲等,2017/8/14 9:05,\N
13463617,田洪涛,骨科,副主任医师,湖北,三级甲等,2017/7/13 13:37,9
13463936,易屏,中西医结合科,副主任医师,湖北,三级甲等,2018/4/16 21:33,\N
13463958,黄立,整形美容外科,主任医师,湖北,三级甲等,2018/3/30 17:32,\N
13464152,张咸伟,疼痛门诊,主任医师,湖北,三级甲等,2017/12/20 17:25,5
13464226,余虓,泌尿外科,副主任医师,湖北,三级甲等,2017/7/13 13:33,4
13464283,雷红,针灸科门诊(武胜路院区),主任医师,湖北,三级甲等,2017/8/28 9:20,13
13470574,吴万垠,东区七楼肿瘤门诊,主任医师,广东,三级甲等,2018/6/4 10:23,\N
13470581,华荣,西区三楼内门,主任医师,广东,三级甲等,2017/11/14 9:18,5
13470616,张志功,心胸外科,副主任医师,湖南,三级甲等,2017/11/3 10:18,\N
13470620,汪新天,肝胆外科,主任医师,湖南,三级甲等,2017/8/17 9:21,7
13472390,唐枚徕,乳甲外科门诊,主任医师,湖南,三级甲等,2018/3/26 17:52,\N
13472402,黄利军,淋巴瘤、血液内科,副主任医师,湖南,三级甲等,2017/11/9 9:25,\N
13472431,曾理,甲状腺内科/核素治疗科门诊,副主任医师,湖南,三级甲等,2018/4/16 17:51,\N
13482540,任举山,手足外科,副主任医师,内蒙古,三级非甲等,2017/12/20 17:25,20
13484511,余军武,神经外科,主任医师,湖北,三级甲等,2018/4/16 17:51,23
13486507,衷喜明,儿科,医师,江西,其他等级,2017/10/9 10:20,69
13507652,何平,中医妇科,副主任医师,湖北,二级,2017/8/23 9:09,\N
13507662,陈素辉,中医针灸科,医师,河南,其他等级,2018/4/16 17:51,\N
13518590,张清彬,口腔颞下颌关节科,主任医师,广东,三级甲等,2018/4/16 21:21,98
13519411,陶丽萍,内科,主治医师,云南,二级,2018/3/15 17:49,18
13519437,王一凡,心血管内科,主治医师,天津,三级甲等,2017/11/3 10:13,\N
13529215,刘晓瑾,整形美容科,主治医师,湖南,三级甲等,2017/10/31 9:30,2
13530932,杨希川,皮肤科专家门诊,主任医师,重庆,三级甲等,2017/11/7 9:23,131
13533886,范隆华,血管外科特需,主任医师,上海,三级甲等,2017/12/7 9:34,6
13534205,王骁,风湿病科,副主任医师,上海,三级甲等,2017/7/26 9:09,12
13534323,陈晓云,风湿病科,主任医师,上海,三级甲等,2017/8/17 9:07,2
13534383,赵琦,骨科,医师,陕西,其他等级,2017/11/29 13:27,\N
13534503,梁定周,内科,主治医师,广东,一级,2017/7/19 15:47,\N
13534538,雷麸尔,肛肠科,主治医师,湖南,三级甲等,2017/7/11 17:42,1
13534547,龚轩民,耳鼻喉科,医师,重庆,三级甲等,2017/7/13 13:34,1
13535622,雷少榕,整形美容科,主任医师,湖南,三级甲等,2017/7/7 16:47,1
13544938,秦磊,内科,助理医师,陕西,二级,2017/11/3 10:18,\N
13545156,戚自建,外科,副主任医师,陕西,二级,2018/3/27 9:07,\N
13545230,魏威胜,皮肤科,主治医师,广东,二级,2017/7/21 23:08,\N
